Stock,Stocks
XOM,XOM
MSFT,MSFT
GE,GE
PG,PG
WMT,WMT
JNJ,JNJ
BAC,BAC
CVX,CVX
T,T
JPM,JPM
IBM,IBM
CSCO,CSCO
KO,KO
PFE,PFE
AAPL,AAPL
C,C
INTC,INTC
PEP,PEP
AIG,AIG
SLB,SLB
