Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOGL,GOOGL
XOM,XOM
WFC,WFC
JNJ,JNJ
WMT,WMT
PG,PG
JPM,JPM
VZ,VZ
CVX,CVX
PFE,PFE
AMZN,AMZN
ORCL,ORCL
DIS,DIS
KO,KO
BAC,BAC
GE,GE
IBM,IBM
C,C
