Stock,Stocks
AAPL,AAPL
AMZN,AMZN
MSFT,MSFT
GOOGL,GOOGL
JPM,JPM
JNJ,JNJ
XOM,XOM
BAC,BAC
V,V
WMT,WMT
WFC,WFC
INTC,INTC
CVX,CVX
UNH,UNH
HD,HD
CSCO,CSCO
VZ,VZ
PFE,PFE
BA,BA
ORCL,ORCL
