Stock,Stocks
XOM,XOM
MSFT,MSFT
PG,PG
GE,GE
CVX,CVX
JNJ,JNJ
T,T
WMT,WMT
BAC,BAC
AAPL,AAPL
CSCO,CSCO
C,C
INTC,INTC
PFE,PFE
JPM,JPM
KO,KO
IBM,IBM
AIG,AIG
PEP,PEP
SLB,SLB
