Stock,Stocks
AAPL,AAPL
XOM,XOM
WMT,WMT
MSFT,MSFT
CVX,CVX
IBM,IBM
GOOGL,GOOGL
JNJ,JNJ
KO,KO
WFC,WFC
PG,PG
PFE,PFE
T,T
ORCL,ORCL
JPM,JPM
GE,GE
INTC,INTC
VZ,VZ
MRK,MRK
PEP,PEP
