Stock,Stocks
AAPL,AAPL
XOM,XOM
MSFT,MSFT
WMT,WMT
GOOGL,GOOGL
CVX,CVX
IBM,IBM
JNJ,JNJ
PG,PG
WFC,WFC
PFE,PFE
KO,KO
JPM,JPM
ORCL,ORCL
T,T
GE,GE
MRK,MRK
VZ,VZ
C,C
INTC,INTC
