Stock,Stocks
AAPL,AAPL
XOM,XOM
GOOGL,GOOGL
MSFT,MSFT
JNJ,JNJ
WFC,WFC
WMT,WMT
JPM,JPM
PG,PG
CVX,CVX
VZ,VZ
PFE,PFE
ORCL,ORCL
IBM,IBM
BAC,BAC
KO,KO
AMZN,AMZN
MRK,MRK
GE,GE
C,C
