Stock,Stocks
XOM,XOM
MSFT,MSFT
PG,PG
GE,GE
BAC,BAC
JNJ,JNJ
WMT,WMT
CVX,CVX
T,T
CSCO,CSCO
C,C
AAPL,AAPL
INTC,INTC
JPM,JPM
PFE,PFE
KO,KO
IBM,IBM
AIG,AIG
PEP,PEP
MRK,MRK
