Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
AMZN,AMZN
JNJ,JNJ
XOM,XOM
JPM,JPM
BAC,BAC
WFC,WFC
WMT,WMT
V,V
PG,PG
CVX,CVX
INTC,INTC
ORCL,ORCL
UNH,UNH
PFE,PFE
VZ,VZ
KO,KO
C,C
