Stock,Stocks
XOM,XOM
AAPL,AAPL
GOOGL,GOOGL
WMT,WMT
MSFT,MSFT
JNJ,JNJ
CVX,CVX
IBM,IBM
PG,PG
WFC,WFC
PFE,PFE
JPM,JPM
KO,KO
ORCL,ORCL
PM,PM
T,T
GE,GE
VZ,VZ
C,C
BAC,BAC
