Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
XOM,XOM
WFC,WFC
JNJ,JNJ
JPM,JPM
WMT,WMT
PG,PG
AMZN,AMZN
PFE,PFE
DIS,DIS
VZ,VZ
BAC,BAC
CVX,CVX
ORCL,ORCL
KO,KO
GILD,GILD
C,C
V,V
