Stock,Stocks
AAPL,AAPL
MSFT,MSFT
AMZN,AMZN
GOOG,GOOG
GOOGL,GOOGL
JPM,JPM
V,V
JNJ,JNJ
WMT,WMT
BAC,BAC
PG,PG
MA,MA
XOM,XOM
UNH,UNH
DIS,DIS
INTC,INTC
VZ,VZ
HD,HD
KO,KO
WFC,WFC
