Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
XOM,XOM
WFC,WFC
JNJ,JNJ
AMZN,AMZN
JPM,JPM
WMT,WMT
PG,PG
PFE,PFE
VZ,VZ
KO,KO
DIS,DIS
V,V
BAC,BAC
ORCL,ORCL
HD,HD
C,C
GE,GE
