Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
XOM,XOM
AMZN,AMZN
JPM,JPM
JNJ,JNJ
WFC,WFC
BAC,BAC
VZ,VZ
CVX,CVX
PG,PG
WMT,WMT
T,T
PFE,PFE
V,V
KO,KO
INTC,INTC
DIS,DIS
C,C
