Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
XOM,XOM
AMZN,AMZN
JPM,JPM
JNJ,JNJ
WFC,WFC
BAC,BAC
VZ,VZ
