Stock,Stocks
XOM,XOM
AAPL,AAPL
MSFT,MSFT
CVX,CVX
IBM,IBM
GOOGL,GOOGL
WMT,WMT
JNJ,JNJ
PG,PG
JPM,JPM
KO,KO
ORCL,ORCL
WFC,WFC
PFE,PFE
T,T
SLB,SLB
INTC,INTC
GE,GE
C,C
VZ,VZ
