Stock,Stocks
MSFT,MSFT
AAPL,AAPL
AMZN,AMZN
GOOG,GOOG
GOOGL,GOOGL
JPM,JPM
JNJ,JNJ
V,V
XOM,XOM
WMT,WMT
BAC,BAC
PG,PG
MA,MA
DIS,DIS
CSCO,CSCO
VZ,VZ
INTC,INTC
CVX,CVX
UNH,UNH
HD,HD
