Stock,Stocks
XOM,XOM
WMT,WMT
MSFT,MSFT
PG,PG
JNJ,JNJ
CVX,CVX
JPM,JPM
IBM,IBM
AAPL,AAPL
WFC,WFC
KO,KO
CSCO,CSCO
T,T
ORCL,ORCL
PFE,PFE
INTC,INTC
GE,GE
PEP,PEP
BAC,BAC
GS,GS
