Stock,Stocks
XOM,XOM
WMT,WMT
PG,PG
MSFT,MSFT
JNJ,JNJ
CVX,CVX
T,T
WFC,WFC
JPM,JPM
PFE,PFE
IBM,IBM
GE,GE
KO,KO
CSCO,CSCO
ORCL,ORCL
VZ,VZ
BAC,BAC
PEP,PEP
INTC,INTC
AAPL,AAPL
