Stock,Stocks
AAPL,AAPL
XOM,XOM
MSFT,MSFT
GOOGL,GOOGL
JNJ,JNJ
WFC,WFC
WMT,WMT
PG,PG
JPM,JPM
CVX,CVX
VZ,VZ
KO,KO
BAC,BAC
PFE,PFE
ORCL,ORCL
GILD,GILD
INTC,INTC
C,C
MRK,MRK
DIS,DIS
