Stock,Stocks
MSFT,MSFT
AMZN,AMZN
AAPL,AAPL
GOOG,GOOG
GOOGL,GOOGL
V,V
JNJ,JNJ
JPM,JPM
XOM,XOM
WMT,WMT
PG,PG
BAC,BAC
MA,MA
DIS,DIS
CVX,CVX
VZ,VZ
CSCO,CSCO
PFE,PFE
UNH,UNH
HD,HD
