Stock,Stocks
XOM,XOM
MSFT,MSFT
C,C
BAC,BAC
GE,GE
WMT,WMT
PG,PG
JNJ,JNJ
PFE,PFE
JPM,JPM
T,T
AIG,AIG
CSCO,CSCO
CVX,CVX
IBM,IBM
WFC,WFC
INTC,INTC
KO,KO
PEP,PEP
VZ,VZ
