Stock,Stocks
XOM,XOM
C,C
MSFT,MSFT
BAC,BAC
GE,GE
WMT,WMT
PG,PG
JNJ,JNJ
PFE,PFE
JPM,JPM
AIG,AIG
CVX,CVX
CSCO,CSCO
WFC,WFC
IBM,IBM
INTC,INTC
KO,KO
PEP,PEP
VZ,VZ
UPS,UPS
