Stock,Stocks
XOM,XOM
AAPL,AAPL
MSFT,MSFT
CVX,CVX
IBM,IBM
WMT,WMT
PG,PG
JNJ,JNJ
GOOGL,GOOGL
ORCL,ORCL
JPM,JPM
PFE,PFE
KO,KO
WFC,WFC
T,T
GE,GE
INTC,INTC
C,C
BAC,BAC
SLB,SLB
