Stock,Stocks
XOM,XOM
MSFT,MSFT
WMT,WMT
PG,PG
JNJ,JNJ
GE,GE
CVX,CVX
IBM,IBM
BAC,BAC
AAPL,AAPL
T,T
CSCO,CSCO
JPM,JPM
INTC,INTC
PFE,PFE
KO,KO
ORCL,ORCL
PEP,PEP
SLB,SLB
WFC,WFC
