Stock,Stocks
XOM,XOM
MSFT,MSFT
GE,GE
PG,PG
WMT,WMT
BAC,BAC
JNJ,JNJ
T,T
CVX,CVX
JPM,JPM
C,C
PFE,PFE
CSCO,CSCO
IBM,IBM
KO,KO
INTC,INTC
AIG,AIG
AAPL,AAPL
WFC,WFC
PEP,PEP
