Stock,Stocks
AAPL,AAPL
XOM,XOM
MSFT,MSFT
GOOGL,GOOGL
WMT,WMT
JNJ,JNJ
CVX,CVX
PG,PG
IBM,IBM
WFC,WFC
PFE,PFE
KO,KO
JPM,JPM
ORCL,ORCL
PM,PM
T,T
VZ,VZ
C,C
GE,GE
BAC,BAC
