Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
TSLA,TSLA
JNJ,JNJ
UNH,UNH
NVDA,NVDA
V,V
XOM,XOM
JPM,JPM
PG,PG
MA,MA
CVX,CVX
WMT,WMT
HD,HD
BAC,BAC
PFE,PFE
LLY,LLY
