Stock,Stocks
XOM,XOM
MSFT,MSFT
WMT,WMT
JNJ,JNJ
JPM,JPM
PG,PG
AAPL,AAPL
IBM,IBM
GOOGL,GOOGL
BAC,BAC
CVX,CVX
WFC,WFC
CSCO,CSCO
T,T
KO,KO
ORCL,ORCL
INTC,INTC
PFE,PFE
GS,GS
PEP,PEP
