Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
AMZN,AMZN
XOM,XOM
JPM,JPM
JNJ,JNJ
WFC,WFC
BAC,BAC
PG,PG
CVX,CVX
WMT,WMT
V,V
VZ,VZ
PFE,PFE
T,T
ORCL,ORCL
KO,KO
CMCSA,CMCSA
HD,HD
