Stock,Stocks
XOM,XOM
MSFT,MSFT
C,C
GE,GE
BAC,BAC
WMT,WMT
PG,PG
JNJ,JNJ
PFE,PFE
AIG,AIG
JPM,JPM
CSCO,CSCO
CVX,CVX
IBM,IBM
INTC,INTC
WFC,WFC
KO,KO
PEP,PEP
VZ,VZ
HD,HD
