Stock,Stocks
AAPL,AAPL
GOOGL,GOOGL
MSFT,MSFT
AMZN,AMZN
JPM,JPM
XOM,XOM
JNJ,JNJ
BAC,BAC
WFC,WFC
WMT,WMT
