Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
TSLA,TSLA
NVDA,NVDA
JPM,JPM
V,V
JNJ,JNJ
WMT,WMT
UNH,UNH
BAC,BAC
MA,MA
HD,HD
PG,PG
DIS,DIS
PYPL,PYPL
ADBE,ADBE
NFLX,NFLX
