Stock,Stocks
XOM,XOM
AAPL,AAPL
MSFT,MSFT
CVX,CVX
IBM,IBM
WMT,WMT
JNJ,JNJ
PG,PG
GOOGL,GOOGL
ORCL,ORCL
JPM,JPM
KO,KO
PFE,PFE
WFC,WFC
T,T
C,C
GE,GE
INTC,INTC
SLB,SLB
BAC,BAC
