Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
TSLA,TSLA
NVDA,NVDA
UNH,UNH
V,V
JNJ,JNJ
JPM,JPM
PG,PG
WMT,WMT
BAC,BAC
XOM,XOM
MA,MA
HD,HD
CVX,CVX
KO,KO
DIS,DIS
