Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
TSLA,TSLA
NVDA,NVDA
XOM,XOM
V,V
META,META
UNH,UNH
JPM,JPM
JNJ,JNJ
WMT,WMT
MA,MA
PG,PG
CVX,CVX
HD,HD
LLY,LLY
BAC,BAC
