Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
NVDA,NVDA
TSLA,TSLA
META,META
XOM,XOM
V,V
UNH,UNH
JNJ,JNJ
WMT,WMT
JPM,JPM
PG,PG
MA,MA
CVX,CVX
LLY,LLY
HD,HD
ABBV,ABBV
