Stock,Stocks
AAPL,AAPL
XOM,XOM
WMT,WMT
GOOGL,GOOGL
MSFT,MSFT
IBM,IBM
CVX,CVX
JNJ,JNJ
PG,PG
WFC,WFC
PFE,PFE
KO,KO
JPM,JPM
ORCL,ORCL
T,T
GE,GE
MRK,MRK
VZ,VZ
AMZN,AMZN
QCOM,QCOM
