Stock,Stocks
XOM,XOM
AAPL,AAPL
MSFT,MSFT
CVX,CVX
GOOGL,GOOGL
IBM,IBM
WMT,WMT
JPM,JPM
PG,PG
WFC,WFC
JNJ,JNJ
ORCL,ORCL
KO,KO
PFE,PFE
BAC,BAC
C,C
GE,GE
T,T
SLB,SLB
INTC,INTC
