Stock,Stocks
AAPL,AAPL
AMZN,AMZN
MSFT,MSFT
GOOGL,GOOGL
JNJ,JNJ
JPM,JPM
XOM,XOM
V,V
WMT,WMT
BAC,BAC
UNH,UNH
WFC,WFC
PFE,PFE
VZ,VZ
PG,PG
CVX,CVX
INTC,INTC
CSCO,CSCO
MA,MA
KO,KO
