Stock,Stocks
AAPL,AAPL
AMZN,AMZN
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
V,V
WMT,WMT
JNJ,JNJ
MA,MA
PG,PG
NVDA,NVDA
JPM,JPM
HD,HD
UNH,UNH
CRM,CRM
ADBE,ADBE
NFLX,NFLX
VZ,VZ
PYPL,PYPL
DIS,DIS
