Stock,Stocks
AAPL,AAPL
XOM,XOM
GOOGL,GOOGL
MSFT,MSFT
JNJ,JNJ
WMT,WMT
WFC,WFC
CVX,CVX
PG,PG
JPM,JPM
PFE,PFE
IBM,IBM
KO,KO
AMZN,AMZN
GE,GE
ORCL,ORCL
BAC,BAC
C,C
VZ,VZ
T,T
