Stock,Stocks
AAPL,AAPL
XOM,XOM
MSFT,MSFT
GOOGL,GOOGL
JNJ,JNJ
WFC,WFC
WMT,WMT
PG,PG
JPM,JPM
CVX,CVX
ORCL,ORCL
VZ,VZ
BAC,BAC
PFE,PFE
KO,KO
INTC,INTC
C,C
V,V
DIS,DIS
MRK,MRK
