Stock,Stocks
XOM,XOM
AAPL,AAPL
MSFT,MSFT
IBM,IBM
CVX,CVX
WMT,WMT
GOOGL,GOOGL
PG,PG
JNJ,JNJ
ORCL,ORCL
KO,KO
PFE,PFE
WFC,WFC
T,T
INTC,INTC
JPM,JPM
VZ,VZ
MRK,MRK
PEP,PEP
GE,GE
