Stock,Stocks
XOM,XOM
MSFT,MSFT
C,C
GE,GE
BAC,BAC
WMT,WMT
PG,PG
JNJ,JNJ
T,T
JPM,JPM
PFE,PFE
CVX,CVX
CSCO,CSCO
AIG,AIG
IBM,IBM
INTC,INTC
KO,KO
WFC,WFC
PEP,PEP
VZ,VZ
