Stock,Stocks
AAPL,AAPL
MSFT,MSFT
AMZN,AMZN
GOOG,GOOG
GOOGL,GOOGL
TSLA,TSLA
JNJ,JNJ
V,V
JPM,JPM
WMT,WMT
NVDA,NVDA
MA,MA
PG,PG
UNH,UNH
DIS,DIS
HD,HD
PYPL,PYPL
BAC,BAC
NFLX,NFLX
CMCSA,CMCSA
