Stock,Stocks
AAPL,AAPL
MSFT,MSFT
GOOG,GOOG
GOOGL,GOOGL
AMZN,AMZN
TSLA,TSLA
UNH,UNH
NVDA,NVDA
JNJ,JNJ
V,V
META,META
XOM,XOM
WMT,WMT
PG,PG
MA,MA
JPM,JPM
HD,HD
CVX,CVX
LLY,LLY
PFE,PFE
