Stock,Stocks
XOM,XOM
MSFT,MSFT
WMT,WMT
AAPL,AAPL
PG,PG
JNJ,JNJ
GOOGL,GOOGL
JPM,JPM
IBM,IBM
BAC,BAC
CVX,CVX
WFC,WFC
CSCO,CSCO
PFE,PFE
ORCL,ORCL
KO,KO
INTC,INTC
T,T
MRK,MRK
GE,GE
