Stock,Stocks
XOM,XOM
AAPL,AAPL
MSFT,MSFT
WMT,WMT
PG,PG
JPM,JPM
JNJ,JNJ
IBM,IBM
GOOGL,GOOGL
CVX,CVX
WFC,WFC
BAC,BAC
CSCO,CSCO
KO,KO
ORCL,ORCL
C,C
T,T
PFE,PFE
INTC,INTC
GE,GE
