Stock,Stocks
XOM,XOM
MSFT,MSFT
C,C
BAC,BAC
GE,GE
WMT,WMT
PG,PG
PFE,PFE
JNJ,JNJ
JPM,JPM
AIG,AIG
T,T
CSCO,CSCO
CVX,CVX
WFC,WFC
INTC,INTC
IBM,IBM
PEP,PEP
KO,KO
VZ,VZ
